Total # of Data,Pt,Au,Ru,Rh,Ir,Cu,Pd,IWI,WI,CI,SI,SGP,CP,HDP,UGC,SCT,FSP,ME,DP,Calc T (oC),Calc T. (hr),Al2O3,MgO,CeO2,TiO2,ZEO,MnO,Y2O3,ZrO2,HAP,ACC,Tb4O7,HfO2,La2O3,Co3O4,ThO2,SiO2,Fe2O3,Sm2O3,Gd2O3,Yb2O3,CaO,YSZ,Li,Ce,Co,Mg,Fe,Mn,Zr,K,Ni,Ca,Cs,V,Rb,Y,Na,La,Gd,Yb,Zn,Re,Ti,Cr,Ho,Nd,Tm,Sm,Er,Sr,Temperature (C),H2 vol.%,O2 vol.%,CO vol.%,H2O vol.%,CO2 vol.%,CH4 vol.%,TOS (min),F/W (mg.min/ml),Metal_Radius_Kittel,Metal_EN_Allen,Metal_Atomic_Num,Metal_T_melt,Metal_VE_Villars,Metal_Atomic_Wt,Metal_Group,Metal_Period,Metal_Density,Metal_T_boiling,Promo_Radius_Kittel,Promo_EN_Allen,Promo_Atomic_Num,Promo_T_melt,Promo_VE_Villars,Promo_Atomic_Wt,Promo_Group,Promo_Period,Promo_Density,Promo_T_boiling,CO_Conversion
4208,0.7632318573494199,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,500,1,0.0,0.0,51.38642309953728,0.0,0.0,0.0,0.0,47.8503450431133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300,8.96,0,15.8,50.37,24.84,0,4750,2,1.39,1.72,78.0,2045.15,10.0,195.084,10.0,6.0,21.46,4098.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.6
4209,0.7632318573494199,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,500,1,0.0,0.0,51.38642309953728,0.0,0.0,0.0,0.0,47.8503450431133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300,8.96,0,15.8,50.37,24.84,0,4920,2,1.39,1.72,78.0,2045.15,10.0,195.084,10.0,6.0,21.46,4098.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.1
4210,0.7632318573494199,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,500,1,0.0,0.0,51.38642309953728,0.0,0.0,0.0,0.0,47.8503450431133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300,8.96,0,15.8,50.37,24.84,0,5210,2,1.39,1.72,78.0,2045.15,10.0,195.084,10.0,6.0,21.46,4098.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.5
4211,0.7632318573494199,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,500,1,0.0,0.0,51.38642309953728,0.0,0.0,0.0,0.0,47.8503450431133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300,8.96,0,15.8,50.37,24.84,0,5400,2,1.39,1.72,78.0,2045.15,10.0,195.084,10.0,6.0,21.46,4098.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.3
4212,0.7609391930604066,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,500,1,0.0,0.0,48.64458597673283,0.0,0.0,0.0,0.0,45.29718324541287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.297291584793898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300,8.96,0,15.8,50.37,24.84,0,3.20E-13,2,1.39,1.72,78.0,2045.15,10.0,195.084,10.0,6.0,21.46,4098.0,1.82,1.1,58.0,1017.15,3.0,140.116,3.0,6.0,6.77,3716.0,82.7
4213,0.7609391930604066,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,500,1,0.0,0.0,48.64458597673283,0.0,0.0,0.0,0.0,45.29718324541287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.297291584793898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300,8.96,0,15.8,50.37,24.84,0,97.8,2,1.39,1.72,78.0,2045.15,10.0,195.084,10.0,6.0,21.46,4098.0,1.82,1.1,58.0,1017.15,3.0,140.116,3.0,6.0,6.77,3716.0,76.1
4214,0.7609391930604066,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,500,1,0.0,0.0,48.64458597673283,0.0,0.0,0.0,0.0,45.29718324541287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.297291584793898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300,8.96,0,15.8,50.37,24.84,0,294,2,1.39,1.72,78.0,2045.15,10.0,195.084,10.0,6.0,21.46,4098.0,1.82,1.1,58.0,1017.15,3.0,140.116,3.0,6.0,6.77,3716.0,74.4
4215,0.7609391930604066,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,500,1,0.0,0.0,48.64458597673283,0.0,0.0,0.0,0.0,45.29718324541287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.297291584793898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300,8.96,0,15.8,50.37,24.84,0,642,2,1.39,1.72,78.0,2045.15,10.0,195.084,10.0,6.0,21.46,4098.0,1.82,1.1,58.0,1017.15,3.0,140.116,3.0,6.0,6.77,3716.0,72.2
4216,0.7609391930604066,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,500,1,0.0,0.0,48.64458597673283,0.0,0.0,0.0,0.0,45.29718324541287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.297291584793898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300,8.96,0,15.8,50.37,24.84,0,774,2,1.39,1.72,78.0,2045.15,10.0,195.084,10.0,6.0,21.46,4098.0,1.82,1.1,58.0,1017.15,3.0,140.116,3.0,6.0,6.77,3716.0,71.7
4217,0.7609391930604066,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,500,1,0.0,0.0,48.64458597673283,0.0,0.0,0.0,0.0,45.29718324541287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.297291584793898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300,8.96,0,15.8,50.37,24.84,0,960,2,1.39,1.72,78.0,2045.15,10.0,195.084,10.0,6.0,21.46,4098.0,1.82,1.1,58.0,1017.15,3.0,140.116,3.0,6.0,6.77,3716.0,69.7
4218,0.7609391930604066,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,500,1,0.0,0.0,48.64458597673283,0.0,0.0,0.0,0.0,45.29718324541287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.297291584793898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300,8.96,0,15.8,50.37,24.84,0,1010,2,1.39,1.72,78.0,2045.15,10.0,195.084,10.0,6.0,21.46,4098.0,1.82,1.1,58.0,1017.15,3.0,140.116,3.0,6.0,6.77,3716.0,68
4219,0.7609391930604066,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,500,1,0.0,0.0,48.64458597673283,0.0,0.0,0.0,0.0,45.29718324541287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.297291584793898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300,8.96,0,15.8,50.37,24.84,0,1150,2,1.39,1.72,78.0,2045.15,10.0,195.084,10.0,6.0,21.46,4098.0,1.82,1.1,58.0,1017.15,3.0,140.116,3.0,6.0,6.77,3716.0,66.2
4220,0.7609391930604066,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,500,1,0.0,0.0,48.64458597673283,0.0,0.0,0.0,0.0,45.29718324541287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.297291584793898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300,8.96,0,15.8,50.37,24.84,0,1440,2,1.39,1.72,78.0,2045.15,10.0,195.084,10.0,6.0,21.46,4098.0,1.82,1.1,58.0,1017.15,3.0,140.116,3.0,6.0,6.77,3716.0,68.3
4221,0.7609391930604066,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,500,1,0.0,0.0,48.64458597673283,0.0,0.0,0.0,0.0,45.29718324541287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.297291584793898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300,8.96,0,15.8,50.37,24.84,0,1690,2,1.39,1.72,78.0,2045.15,10.0,195.084,10.0,6.0,21.46,4098.0,1.82,1.1,58.0,1017.15,3.0,140.116,3.0,6.0,6.77,3716.0,66.2
4222,0.7609391930604066,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,500,1,0.0,0.0,48.64458597673283,0.0,0.0,0.0,0.0,45.29718324541287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.297291584793898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300,8.96,0,15.8,50.37,24.84,0,1810,2,1.39,1.72,78.0,2045.15,10.0,195.084,10.0,6.0,21.46,4098.0,1.82,1.1,58.0,1017.15,3.0,140.116,3.0,6.0,6.77,3716.0,65.6
4223,0.7609391930604066,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,500,1,0.0,0.0,48.64458597673283,0.0,0.0,0.0,0.0,45.29718324541287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.297291584793898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300,8.96,0,15.8,50.37,24.84,0,2050,2,1.39,1.72,78.0,2045.15,10.0,195.084,10.0,6.0,21.46,4098.0,1.82,1.1,58.0,1017.15,3.0,140.116,3.0,6.0,6.77,3716.0,65
4224,0.7609391930604066,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,500,1,0.0,0.0,48.64458597673283,0.0,0.0,0.0,0.0,45.29718324541287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.297291584793898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300,8.96,0,15.8,50.37,24.84,0,2170,2,1.39,1.72,78.0,2045.15,10.0,195.084,10.0,6.0,21.46,4098.0,1.82,1.1,58.0,1017.15,3.0,140.116,3.0,6.0,6.77,3716.0,66
4225,0.7609391930604066,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,500,1,0.0,0.0,48.64458597673283,0.0,0.0,0.0,0.0,45.29718324541287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.297291584793898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300,8.96,0,15.8,50.37,24.84,0,2300,2,1.39,1.72,78.0,2045.15,10.0,195.084,10.0,6.0,21.46,4098.0,1.82,1.1,58.0,1017.15,3.0,140.116,3.0,6.0,6.77,3716.0,64.5
4226,0.7609391930604066,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,500,1,0.0,0.0,48.64458597673283,0.0,0.0,0.0,0.0,45.29718324541287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.297291584793898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300,8.96,0,15.8,50.37,24.84,0,2540,2,1.39,1.72,78.0,2045.15,10.0,195.084,10.0,6.0,21.46,4098.0,1.82,1.1,58.0,1017.15,3.0,140.116,3.0,6.0,6.77,3716.0,61.9
4227,0.7609391930604066,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,500,1,0.0,0.0,48.64458597673283,0.0,0.0,0.0,0.0,45.29718324541287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.297291584793898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300,8.96,0,15.8,50.37,24.84,0,2750,2,1.39,1.72,78.0,2045.15,10.0,195.084,10.0,6.0,21.46,4098.0,1.82,1.1,58.0,1017.15,3.0,140.116,3.0,6.0,6.77,3716.0,62.9
4228,0.7609391930604066,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,500,1,0.0,0.0,48.64458597673283,0.0,0.0,0.0,0.0,45.29718324541287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.297291584793898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300,8.96,0,15.8,50.37,24.84,0,3060,2,1.39,1.72,78.0,2045.15,10.0,195.084,10.0,6.0,21.46,4098.0,1.82,1.1,58.0,1017.15,3.0,140.116,3.0,6.0,6.77,3716.0,61.7
4229,0.7609391930604066,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,500,1,0.0,0.0,48.64458597673283,0.0,0.0,0.0,0.0,45.29718324541287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.297291584793898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300,8.96,0,15.8,50.37,24.84,0,3140,2,1.39,1.72,78.0,2045.15,10.0,195.084,10.0,6.0,21.46,4098.0,1.82,1.1,58.0,1017.15,3.0,140.116,3.0,6.0,6.77,3716.0,59.2
4230,0.7609391930604066,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,500,1,0.0,0.0,48.64458597673283,0.0,0.0,0.0,0.0,45.29718324541287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.297291584793898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300,8.96,0,15.8,50.37,24.84,0,3220,2,1.39,1.72,78.0,2045.15,10.0,195.084,10.0,6.0,21.46,4098.0,1.82,1.1,58.0,1017.15,3.0,140.116,3.0,6.0,6.77,3716.0,61.9
4231,0.7609391930604066,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,500,1,0.0,0.0,48.64458597673283,0.0,0.0,0.0,0.0,45.29718324541287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.297291584793898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300,8.96,0,15.8,50.37,24.84,0,3560,2,1.39,1.72,78.0,2045.15,10.0,195.084,10.0,6.0,21.46,4098.0,1.82,1.1,58.0,1017.15,3.0,140.116,3.0,6.0,6.77,3716.0,61
4232,0.7609391930604066,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,500,1,0.0,0.0,48.64458597673283,0.0,0.0,0.0,0.0,45.29718324541287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.297291584793898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300,8.96,0,15.8,50.37,24.84,0,4020,2,1.39,1.72,78.0,2045.15,10.0,195.084,10.0,6.0,21.46,4098.0,1.82,1.1,58.0,1017.15,3.0,140.116,3.0,6.0,6.77,3716.0,60.6
4233,0.7609391930604066,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,500,1,0.0,0.0,48.64458597673283,0.0,0.0,0.0,0.0,45.29718324541287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.297291584793898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300,8.96,0,15.8,50.37,24.84,0,4140,2,1.39,1.72,78.0,2045.15,10.0,195.084,10.0,6.0,21.46,4098.0,1.82,1.1,58.0,1017.15,3.0,140.116,3.0,6.0,6.77,3716.0,58.4
4234,0.7609391930604066,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,500,1,0.0,0.0,48.64458597673283,0.0,0.0,0.0,0.0,45.29718324541287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.297291584793898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300,8.96,0,15.8,50.37,24.84,0,4440,2,1.39,1.72,78.0,2045.15,10.0,195.084,10.0,6.0,21.46,4098.0,1.82,1.1,58.0,1017.15,3.0,140.116,3.0,6.0,6.77,3716.0,60.4
4235,0.7609391930604066,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,500,1,0.0,0.0,48.64458597673283,0.0,0.0,0.0,0.0,45.29718324541287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.297291584793898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300,8.96,0,15.8,50.37,24.84,0,4610,2,1.39,1.72,78.0,2045.15,10.0,195.084,10.0,6.0,21.46,4098.0,1.82,1.1,58.0,1017.15,3.0,140.116,3.0,6.0,6.77,3716.0,58.8
4236,0.7609391930604066,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,500,1,0.0,0.0,48.64458597673283,0.0,0.0,0.0,0.0,45.29718324541287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.297291584793898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300,8.96,0,15.8,50.37,24.84,0,4890,2,1.39,1.72,78.0,2045.15,10.0,195.084,10.0,6.0,21.46,4098.0,1.82,1.1,58.0,1017.15,3.0,140.116,3.0,6.0,6.77,3716.0,56.1
4237,0.7609391930604066,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,500,1,0.0,0.0,48.64458597673283,0.0,0.0,0.0,0.0,45.29718324541287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.297291584793898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300,8.96,0,15.8,50.37,24.84,0,5110,2,1.39,1.72,78.0,2045.15,10.0,195.084,10.0,6.0,21.46,4098.0,1.82,1.1,58.0,1017.15,3.0,140.116,3.0,6.0,6.77,3716.0,57.3
4238,0.7609391930604066,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,500,1,0.0,0.0,48.64458597673283,0.0,0.0,0.0,0.0,45.29718324541287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.297291584793898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300,8.96,0,15.8,50.37,24.84,0,5350,2,1.39,1.72,78.0,2045.15,10.0,195.084,10.0,6.0,21.46,4098.0,1.82,1.1,58.0,1017.15,3.0,140.116,3.0,6.0,6.77,3716.0,58.1
4239,0.09852442789307328,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,400,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.41443926188046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.487036310226471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200,34.45,0,1.75,35.92,0,0,60,1,1.39,1.72,78.0,2045.15,10.0,195.084,10.0,6.0,21.46,4098.0,1.82,1.1,58.0,1017.15,3.0,140.116,3.0,6.0,6.77,3716.0,1.69
4240,0.09852442789307328,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,400,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.41443926188046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.487036310226471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220,34.45,0,1.75,35.92,0,0,60,1,1.39,1.72,78.0,2045.15,10.0,195.084,10.0,6.0,21.46,4098.0,1.82,1.1,58.0,1017.15,3.0,140.116,3.0,6.0,6.77,3716.0,3.38
4241,0.09852442789307328,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,400,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.41443926188046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.487036310226471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240,34.45,0,1.75,35.92,0,0,60,1,1.39,1.72,78.0,2045.15,10.0,195.084,10.0,6.0,21.46,4098.0,1.82,1.1,58.0,1017.15,3.0,140.116,3.0,6.0,6.77,3716.0,5.8
